codigo;nome;codex_gpt5;deepseek_v3;gemini_3_1_pro;gpt_5_5_thinking;grok_xai;n_modelos_superior;n_modelos_nao_superior;consenso_maioria;concordancia_unanime;padrao_votos
7523;Operadores de máquinas de lavrar madeira;0;0;0;0;0;0;5;0;1;00000
7531;Alfaiates, modistas, chapeleiros e peleteiros;0;0;0;0;0;0;5;0;1;00000
7532;Trabalhadores qualificados da preparação da confecção de roupas;0;0;0;0;0;0;5;0;1;00000
7533;Costureiros, bordadeiros e afins;0;0;0;0;0;0;5;0;1;00000
7534;Tapeceiros, colchoeiros e afins;0;0;0;0;0;0;5;0;1;00000
7535;Trabalhadores qualificados do tratamento de couros e peles;0;0;0;0;0;0;5;0;1;00000
7536;Sapateiros e afins;0;0;0;0;0;0;5;0;1;00000
7541;Trabalhadores subaquáticos;0;0;0;0;0;0;5;0;1;00000
7542;Dinamitadores e detonadores;0;0;0;0;0;0;5;0;1;00000
7543;Classificadores e provadores de produtos (exceto de bebidas e alimentos);0;0;0;0;0;0;5;0;1;00000
7544;Fumigadores e outros controladores de pragas e ervas daninhas;0;0;0;0;0;0;5;0;1;00000
7549;Outros trabalhadores qualificados e operários da indústria e do artesanato não classificados anteriormente;0;0;0;0;0;0;5;0;1;00000
8111;Mineiros e operadores de máquinas e de instalações em minas e pedreiras;0;0;0;0;0;0;5;0;1;00000
8112;Operadores de instalações de processamento de minerais e rochas;0;0;0;0;0;0;5;0;1;00000
8113;Perfuradores e sondadores de poços e afins;0;0;0;0;0;0;5;0;1;00000
8114;Operadores de máquinas para fabricar cimento, pedras e outros produtos minerais;0;0;0;0;0;0;5;0;1;00000
8121;Operadores de instalações de processamento de metais;0;0;0;0;0;0;5;0;1;00000
8122;Operadores de máquinas polidoras, galvanizadoras e recobridoras de metais;0;0;0;0;0;0;5;0;1;00000
8131;Operadores de instalações e máquinas de produtos químicos;0;0;0;0;0;0;5;0;1;00000
8132;Operadores de máquinas para fabricar produtos fotográficos;0;0;0;0;0;0;5;0;1;00000
8141;Operadores de máquinas para fabricar produtos de borracha;0;0;0;0;0;0;5;0;1;00000
8142;Operadores de máquinas para fabricar produtos de material plástico;0;0;0;0;0;0;5;0;1;00000
8143;Operadores de máquinas para fabricar produtos de papel;0;0;0;0;0;0;5;0;1;00000
8151;Operadores de máquinas de preparação de fibras, fiação e bobinamento de fios;0;0;0;0;0;0;5;0;1;00000
8152;Operadores de teares e outras máquinas de tecelagem;0;0;0;0;0;0;5;0;1;00000
8153;Operadores de máquinas de costura;0;0;0;0;0;0;5;0;1;00000
8154;Operadores de máquinas de branqueamento, tingimento e limpeza de tecidos;0;0;0;0;0;0;5;0;1;00000
8155;Operadores de máquinas de processamento de couros e peles;0;0;0;0;0;0;5;0;1;00000
8156;Operadores de máquinas para fabricação de calçados e afins;0;0;0;0;0;0;5;0;1;00000
8157;Operadores de máquinas de lavar, tingir e passar roupas;0;0;0;0;0;0;5;0;1;00000
8159;Operadores de máquinas para fabricar produtos têxteis e artigos de couro e pele não classificados anteriormente;0;0;0;0;0;0;5;0;1;00000
8160;Operadores de máquinas para elaborar alimentos e produtos afins;0;0;0;0;0;0;5;0;1;00000
8171;Operadores de instalações para a preparação de pasta de papel e papel;0;0;0;0;0;0;5;0;1;00000
8172;Operadores de instalações para processamento de madeira;0;0;0;0;0;0;5;0;1;00000
8181;Operadores de instalações de vidraria e cerâmica;0;0;0;0;0;0;5;0;1;00000
8182;Operadores de máquinas de vapor e caldeiras;0;0;0;0;0;0;5;0;1;00000
8183;Operadores de máquinas de embalagem, engarrafamento e etiquetagem;0;0;0;0;0;0;5;0;1;00000
8189;Operadores de máquinas e de instalações fixas não classificados anteriormente;0;0;0;0;0;0;5;0;1;00000
8211;Mecânicos montadores de maquinaria mecânica;0;0;0;0;0;0;5;0;1;00000
8212;Montadores de equipamentos elétricos e eletrônicos;0;0;0;0;0;0;5;0;1;00000
8219;Montadores não classificados anteriormente;0;0;0;0;0;0;5;0;1;00000
8311;Maquinistas de locomotivas;0;0;0;0;0;0;5;0;1;00000
8312;Guarda-freios e agentes de manobras;0;0;0;0;0;0;5;0;1;00000
8321;Condutores de motocicletas;0;0;0;0;0;0;5;0;1;00000
8322;Condutores de automóveis, taxis e caminhonetes;0;0;0;0;0;0;5;0;1;00000
8331;Condutores de ônibus e bondes;0;0;0;0;0;0;5;0;1;00000
8332;Condutores de caminhões pesados;0;0;0;0;0;0;5;0;1;00000
8341;Operadores de máquinas agrícolas e florestais móveis;0;0;0;0;0;0;5;0;1;00000
8342;Operadores de máquinas de movimentação de terras e afins;0;0;0;0;0;0;5;0;1;00000
8343;Operadores de guindastes, gruas, aparatos de elevação e afins;0;0;0;0;0;0;5;0;1;00000
8344;Operadores de empilhadeiras;0;0;0;0;0;0;5;0;1;00000
8350;Marinheiros de coberta e afins;0;0;0;0;0;0;5;0;1;00000
9111;Trabalhadores dos serviços domésticos em geral;0;0;0;0;0;0;5;0;1;00000
9112;Trabalhadores de limpeza de interior de edifícios, escritórios, hotéis e outros estabelecimentos;0;0;0;0;0;0;5;0;1;00000
9121;Lavadeiros de roupas e passadeiros manuais;0;0;0;0;0;0;5;0;1;00000
9122;Lavadores de veículos;0;0;0;0;0;0;5;0;1;00000
9123;Limpadores de janelas;0;0;0;0;0;0;5;0;1;00000
9129;Outros trabalhadores de limpeza;0;0;0;0;0;0;5;0;1;00000
9211;Trabalhadores elementares da agricultura;0;0;0;0;0;0;5;0;1;00000
9212;Trabalhadores elementares da pecuária;0;0;0;0;0;0;5;0;1;00000
9213;Trabalhadores elementares da agropecuária;0;0;0;0;0;0;5;0;1;00000
9214;Trabalhadores elementares da jardinagem e horticultura;0;0;0;0;0;0;5;0;1;00000
9215;Trabalhadores florestais elementares;0;0;0;0;0;0;5;0;1;00000
9216;Trabalhadores elementares da pesca e aquicultura;0;0;0;0;0;0;5;0;1;00000
9311;Trabalhadores elementares de minas e pedreiras;0;0;0;0;0;0;5;0;1;00000
9312;Trabalhadores elementares de obras públicas e da manutenção de estradas, represas e similares;0;0;0;0;0;0;5;0;1;00000
9313;Trabalhadores elementares da construção de edifícios;0;0;0;0;0;0;5;0;1;00000
9321;empacotadores manuais;0;0;0;0;0;0;5;0;1;00000
9329;Trabalhadores elementares da indústria de transformação não classificados anteriormente;0;0;0;0;0;0;5;0;1;00000
9331;Condutores de veículos acionados a pedal ou a braços;0;0;0;0;0;0;5;0;1;00000
9332;Condutores de veículos e máquinas de tração animal;0;0;0;0;0;0;5;0;1;00000
9333;Carregadores;0;0;0;0;0;0;5;0;1;00000
9334;Repositores de prateleiras;0;0;0;0;0;0;5;0;1;00000
9411;Preparadores de comidas rápidas;0;0;0;0;0;0;5;0;1;00000
9412;Ajudantes de cozinha;0;0;0;0;0;0;5;0;1;00000
9510;Trabalhadores ambulantes dos serviços e afins;0;0;0;0;0;0;5;0;1;00000
9520;Vendedores ambulantes (exclusive de serviços de alimentação);0;0;0;0;0;0;5;0;1;00000
9611;Coletores de lixo e material reciclável;0;0;0;0;0;0;5;0;1;00000
9612;Classificadores de resíduos;0;0;0;0;0;0;5;0;1;00000
9613;Varredores e afins;0;0;0;0;0;0;5;0;1;00000
9621;Mensageiros, carregadores de bagagens e entregadores de encomendas;0;0;0;0;0;0;5;0;1;00000
9622;Pessoas que realizam várias tarefas;0;0;0;0;0;0;5;0;1;00000
9623;Coletores de dinheiro em máquinas automáticas de venda e leitores de medidores;0;0;0;0;0;0;5;0;1;00000
9624;Carregadores de água e coletores de lenha;0;0;0;0;0;0;5;0;1;00000
9629;Outras ocupações elementares não classificadas anteriormente;0;0;0;0;0;0;5;0;1;00000
0110;Oficiais das forças armadas;1;0;1;1;1;4;1;1;0;10111
0210;Graduados e praças das forças armadas;0;0;0;0;0;0;5;0;1;00000
0411;Oficiais de polícia militar;1;0;1;1;1;4;1;1;0;10111
0412;Graduados e praças da polícia militar;0;0;0;0;0;0;5;0;1;00000
0511;Oficiais de bombeiro militar;1;0;1;1;1;4;1;1;0;10111
0512;Graduados e praças do corpo de bombeiros;0;0;0;0;0;0;5;0;1;00000
